x,y
2.8757752012461424,0.4583116667345166
7.8830513544380665,4.42200074205175
4.089769218116999,7.989248456433415
8.8301740400493145,1.2189925997518003
9.404672842938453,5.609479837585241
0.4555649938993156,2.065313896164298
5.2810548804700375,1.2753165024332702
8.92419044394046,7.533078643027693
5.514350144658238,8.950453591533005
4.5661473530344665,3.744627758860588
9.56833345349878,6.651151946280152
4.533341561909765,0.9484066092409194
6.7757063545286655,3.839696377981454
5.726334019564092,2.743836445733905
1.0292468266561627,8.146400388795882
8.998249704018235,4.4851634139195085
2.460877343546599,8.100643530488014
0.4205953353084624,8.123895095195621
3.279207192827016,7.943423211108893
9.545036491472274,4.398316876031458
8.895393160637468,7.544751586392522
6.928034061565995,6.2922113155946136
6.405068137682974,7.101824013516307
9.9426977662369609,0.006247733253985643
6.557057991158217,4.753165740985423
7.085304681677371,2.2011888516135514
5.440660247113556,3.798165377229452
5.941420204471797,6.1277100327424705
2.891597372945398,3.5179790924303234
1.4711364731192589,1.1113542434759438
9.630242325365543,2.4361947271972895
9.022990451194346,6.680555874481797
6.907052784226835,4.17646779678762
7.954674176871777,7.881958340294659
0.24613684508949518,1.0286464425735176
4.777959710918367,4.34892741497606
7.584595375228673,9.849569799844176
2.1640793583355844,8.930511143989861
3.1818100763484836,8.86469060787931
2.316257853526622,1.7505265027284622
1.4280002238228917,1.3069569156505167
4.145463358145207,6.531019250396639
4.1372432629577816,3.4351647226139903
3.6884545092470944,6.567581279668957
1.5244474774226546,3.2037324248813093
1.3880606344901025,1.8769111926667392
2.3303409945219755,7.822943013161421
4.659624502528459,0.9359498671256006
2.6597264036536217,4.6677904156968
8.578277153428644,5.115054599009454
