"lat","lon","value"
33.7,-118.5,697.155852380632
33.7205128205128,-118.5,579.430225572374
33.7410256410256,-118.5,604.265777657379
33.7615384615385,-118.5,595.942597725458
33.7820512820513,-118.5,562.858111059484
33.8025641025641,-118.5,516.287342503295
33.8230769230769,-118.5,577.195464368319
33.8435897435897,-118.5,478.469650826694
33.8641025641026,-118.5,567.732629416799
33.8846153846154,-118.5,449.745430035342
33.9051282051282,-118.5,507.037333192876
33.925641025641,-118.5,548.19262979333
33.9461538461538,-118.5,359.861877617284
33.9666666666667,-118.5,414.315071203965
33.9871794871795,-118.5,424.067339236072
34.0076923076923,-118.5,468.460746445636
34.0282051282051,-118.5,431.655936359892
34.048717948718,-118.5,325.264822998372
34.0692307692308,-118.5,350.962959825644
34.0897435897436,-118.5,556.181374680539
34.1102564102564,-118.5,493.898014278307
34.1307692307692,-118.5,440.63895630335
34.1512820512821,-118.5,542.55647027033
34.1717948717949,-118.5,633.87346208525
34.1923076923077,-118.5,690.016682765905
34.2128205128205,-118.5,595.604992566637
34.2333333333333,-118.5,625.555280884827
34.2538461538462,-118.5,570.679291980618
34.274358974359,-118.5,701.146320438618
34.2948717948718,-118.5,664.136433361545
34.3153846153846,-118.5,735.448005122204
34.3358974358974,-118.5,762.90266659455
34.3564102564103,-118.5,792.794292841087
34.3769230769231,-118.5,722.354092498612
34.3974358974359,-118.5,788.221675623955
34.4179487179487,-118.5,685.773148423017
34.4384615384615,-118.5,739.619673409234
34.4589743589744,-118.5,742.202058499572
34.4794871794872,-118.5,668.760659880644
34.5,-118.5,794.962544518203
33.7,-118.45641025641,599.472724769225
33.7205128205128,-118.45641025641,544.931750399243
33.7410256410256,-118.45641025641,573.775717748087
33.7615384615385,-118.45641025641,471.894515004071
33.7820512820513,-118.45641025641,412.129738488024
33.8025641025641,-118.45641025641,474.977370817178
33.8230769230769,-118.45641025641,386.605215301859
33.8435897435897,-118.45641025641,474.854054862997
33.8641025641026,-118.45641025641,358.77928562039
33.8846153846154,-118.45641025641,393.638663503178
33.9051282051282,-118.45641025641,360.790944292691
33.925641025641,-118.45641025641,293.142404566356
33.9461538461538,-118.45641025641,402.944571443933
33.9666666666667,-118.45641025641,352.592022959696
33.9871794871795,-118.45641025641,325.854338539961
34.0076923076923,-118.45641025641,340.784826131096
34.0282051282051,-118.45641025641,371.098592591153
34.048717948718,-118.45641025641,356.177818961283
34.0692307692308,-118.45641025641,220.630926481555
34.0897435897436,-118.45641025641,406.743427221542
34.1102564102564,-118.45641025641,399.445214706801
34.1307692307692,-118.45641025641,454.880797611495
34.1512820512821,-118.45641025641,504.391771775425
34.1717948717949,-118.45641025641,576.178556780032
34.1923076923077,-118.45641025641,501.268399707881
34.2128205128205,-118.45641025641,634.113578569121
34.2333333333333,-118.45641025641,616.448460693675
34.2538461538462,-118.45641025641,681.03094310038
34.274358974359,-118.45641025641,702.909848291854
34.2948717948718,-118.45641025641,718.626847327676
34.3153846153846,-118.45641025641,653.793971347425
34.3358974358974,-118.45641025641,722.275608439621
34.3564102564103,-118.45641025641,776.167802589092
34.3769230769231,-118.45641025641,712.886540372546
34.3974358974359,-118.45641025641,746.426955239965
34.4179487179487,-118.45641025641,813.197345753455
34.4384615384615,-118.45641025641,830.901550442833
34.4589743589744,-118.45641025641,822.023909785522
34.4794871794872,-118.45641025641,759.143839544575
34.5,-118.45641025641,751.561755539892
33.7,-118.412820512821,627.355003834031
33.7205128205128,-118.412820512821,533.628316935928
33.7410256410256,-118.412820512821,493.018282685023
33.7615384615385,-118.412820512821,449.740929916922
33.7820512820513,-118.412820512821,363.137277044685
33.8025641025641,-118.412820512821,421.021736355974
33.8230769230769,-118.412820512821,348.309121716375
33.8435897435897,-118.412820512821,320.659907833262
33.8641025641026,-118.412820512821,349.708826118353
33.8846153846154,-118.412820512821,320.699323298819
33.9051282051282,-118.412820512821,329.786252537137
33.925641025641,-118.412820512821,221.552224661451
33.9461538461538,-118.412820512821,268.188322109664
33.9666666666667,-118.412820512821,301.069237703903
33.9871794871795,-118.412820512821,177.617361866979
34.0076923076923,-118.412820512821,197.676216634534
34.0282051282051,-118.412820512821,197.557773482185
